dth_max_T,dth_max_phase_T,dth_min_T,dth_min_phase_T,dth_min_phase_T,dth_average_T,dth_average_after_min
0.15862423,0.081151832,0.62244898,0.980769231,0.084487535,0.740762021,0.822709907
0.10523614,0.002617801,0.383673469,0.980769231,0.250692521,0.234316084,0.362192284
0.888603696,0.028795812,0.342857143,0.211538462,0.832409972,0.42518045,0.14750237
0.103182752,0.054973822,0.442857143,0.019230769,0.084487535,0.577405106,0.487157096
0.090349076,0.002617801,0.432653061,0.403846154,0.167590028,0.299206378,0.294511421
0.921971253,0.028795812,0.589795918,0.211538462,0.998614958,0.546378425,0.228889591
0.133983573,0.028795812,0.4,0.980769231,0.167590028,0.578841527,0.752736047
0.10523614,0.002617801,0.606122449,0.980769231,0.333795014,0.317915754,0.462097492
0.917864476,0.028795812,0.532653061,0.211538462,0.998614958,0.514813086,0.209596032
0.129876797,0.081151832,0.442857143,0.980769231,0.084487535,0.612346034,0.736879901
0.090349076,0.002617801,0.269387755,0.403846154,0.167590028,0.175566488,0.188554001
0.878336756,0.028795812,0.391836735,0.211538462,0.915512465,0.455237548,0.185562864
0.142197125,0.028795812,0.432653061,0.019230769,0.084487535,0.597802277,0.482469193
0.11550308,0.002617801,0.475510204,0.403846154,0.250692521,0.307214422,0.309198588
0.924024641,0.028795812,0.524489796,0.211538462,0.832409972,0.543074658,0.230325836
0.125770021,0.028795812,0.310204082,0.980769231,0.084487535,0.54109958,0.711544538
0.075975359,0.002617801,0.408163265,0.403846154,0.250692521,0.253743671,0.24660328
0.9137577,0.028795812,0.524489796,0.211538462,0.998614958,0.54041728,0.238225184
0.146303901,0.081151832,0.442857143,0.980769231,0.084487535,0.630983589,0.765547353
0.10523614,0.002617801,0.442857143,0.403846154,0.167590028,0.287499551,0.277076654
0.909137577,0.028795812,0.475510204,0.211538462,0.832409972,0.516249506,0.22333611
0.144250513,0.081151832,0.432653061,0.980769231,0.084487535,0.598771861,0.729009278
0.080082136,0.002617801,0.351020408,0.980769231,0.250692521,0.201422056,0.367362767
0.900924025,0.028795812,0.679591837,0.211538462,0.915512465,0.577225554,0.267716083
0.154517454,0.054973822,0.459183673,0.980769231,0.084487535,0.655366826,0.787263379
0.10523614,0.002617801,0.391836735,0.403846154,0.250692521,0.249793515,0.221125542
0.880390144,0.028795812,0.432653061,0.211538462,0.915512465,0.465795238,0.173163282
0.111396304,0.028795812,0.383673469,0.980769231,0.084487535,0.565482817,0.730617873
0.117556468,0.002617801,0.524489796,0.980769231,0.250692521,0.310482278,0.476172694
0.940451745,0.028795812,0.589795918,0.211538462,0.915512465,0.582396668,0.263838221
0.14835729,0.028795812,0.383673469,0.980769231,0.084487535,0.600423744,0.743716428
0.082135524,0.002617801,0.483673469,0.980769231,0.250692521,0.27690595,0.43055755
0.924024641,0.028795812,0.565306122,0.211538462,0.998614958,0.528099975,0.21017053
0.11550308,0.028795812,0.375510204,0.980769231,0.084487535,0.576902359,0.740326889
0.092402464,0.002617801,0.491836735,0.980769231,0.250692521,0.299098646,0.457558958
0.924024641,0.028795812,0.62244898,0.211538462,0.915512465,0.587926886,0.256944245
0.162731006,0.081151832,0.663265306,0.980769231,0.084487535,0.742413905,0.826271795
0.125770021,0.002617801,0.4,0.403846154,0.333795014,0.214960319,0.211633835
0.880390144,0.028795812,0.630612245,0.211538462,0.998614958,0.518942795,0.219410374
0.127823409,0.054973822,0.475510204,0.019230769,0.084487535,0.632132725,0.496578864
0.092402464,0.002617801,0.597959184,0.403846154,0.250692521,0.378712249,0.372243502
0.942505133,0.028795812,0.720408163,0.211538462,0.998614958,0.616619384,0.288158638
0.14835729,0.028795812,0.367346939,0.980769231,0.084487535,0.578590153,0.705569758
0.057494867,0.002617801,0.26122449,0.403846154,0.084487535,0.19255216,0.195298108
0.886550308,0.028795812,0.540816327,0.211538462,0.832409972,0.532337415,0.256130373
0.152464066,0.028795812,0.516326531,0.980769231,0.084487535,0.665457679,0.797029845
0.119609856,0.002617801,0.508163265,0.403846154,0.333795014,0.323445973,0.28986548
0.921971253,0.028795812,0.565306122,0.211538462,0.915512465,0.535174346,0.223479735
0.138090349,0.028795812,0.432653061,0.980769231,0.084487535,0.597048156,0.729468877
0.082135524,0.002617801,0.391836735,0.980769231,0.250692521,0.213847093,0.367764915
0.896817248,0.028795812,0.524489796,0.211538462,0.998614958,0.499299745,0.205095798
0.133983573,0.081151832,0.516326531,0.019230769,0.084487535,0.673609365,0.517214834
0.101129363,0.002617801,0.416326531,0.980769231,0.250692521,0.250799009,0.385287105
0.902977413,0.028795812,0.516326531,0.211538462,0.832409972,0.525550329,0.23937418
0.14835729,0.081151832,0.532653061,0.980769231,0.084487535,0.66833052,0.786573981
0.094969199,0.002617801,0.532653061,0.403846154,0.250692521,0.309728157,0.291314214
0.911190965,0.028795812,0.483673469,0.211538462,0.915512465,0.49682192,0.199159318
0.117556468,0.028795812,0.391836735,0.980769231,0.084487535,0.572377635,0.73429466
0.097022587,0.002617801,0.442857143,0.980769231,0.250692521,0.240995439,0.39844311
0.909137577,0.028795812,0.524489796,0.211538462,0.832409972,0.523934356,0.217830504
0.125770021,0.028795812,0.351020408,0.980769231,0.084487535,0.55305778,0.718668314
0.092402464,0.002617801,0.467346939,0.980769231,0.250692521,0.263619061,0.41895269
0.9137577,0.028795812,0.589795918,0.211538462,0.998614958,0.531726936,0.223719109
0.136036961,0.028795812,0.424489796,0.980769231,0.084487535,0.606241247,0.729239077
0.080082136,0.002617801,0.310204082,0.403846154,0.167590028,0.209932847,0.213232438
0.886550308,0.028795812,0.383673469,0.211538462,0.749307479,0.459367257,0.188961978
0.133983573,0.081151832,0.424489796,0.980769231,0.084487535,0.617229863,0.760836469
0.090349076,0.002617801,0.483673469,0.403846154,0.167590028,0.312816461,0.29561046
0.924024641,0.028795812,0.516326531,0.211538462,0.832409972,0.50457859,0.21026628
0.111396304,0.081151832,0.310204082,0.980769231,0.084487535,0.547024814,0.699480079
0.051334702,0.002617801,0.391836735,0.403846154,0.001385042,0.300319604,0.289515786
0.926078029,0.028795812,0.475510204,0.211538462,0.832409972,0.528997738,0.224868105
0.131930185,0.028795812,0.253061224,0.980769231,0.084487535,0.512945739,0.695228794
0.080082136,0.002617801,0.375510204,0.980769231,0.250692521,0.229288613,0.395225921
0.924024641,0.028795812,0.442857143,0.211538462,0.915512465,0.50594319,0.205766045
0.133983573,0.028795812,0.416326531,0.980769231,0.084487535,0.636334255,0.796972395
0.10523614,0.002617801,0.516326531,0.403846154,0.001385042,0.397457536,0.352960351
0.942505133,0.028795812,0.475510204,0.211538462,0.998614958,0.517290911,0.189488601
0.123716632,0.081151832,0.424489796,0.980769231,0.084487535,0.617265774,0.732686066
0.075975359,0.002617801,0.383673469,0.980769231,0.250692521,0.202858477,0.359951742
0.890657084,0.028795812,0.491836735,0.211538462,0.915512465,0.489352533,0.193940961
0.127823409,0.081151832,0.475510204,0.980769231,0.084487535,0.649657055,0.78967627
0.111396304,0.002617801,0.459183673,0.403846154,0.250692521,0.318274859,0.307649941
0.926078029,0.028795812,0.467346939,0.211538462,0.832409972,0.525083492,0.221995615
0.138090349,0.081151832,0.4,0.980769231,0.167590028,0.595539915,0.736362853
0.092402464,0.002617801,0.451020408,0.403846154,0.250692521,0.288074119,0.278275607
0.9137577,0.028795812,0.565306122,0.211538462,0.998614958,0.53898086,0.233916449
0.136036961,0.028795812,0.573469388,0.980769231,0.084487535,0.688045391,0.81598828
0.117556468,0.002617801,0.442857143,0.980769231,0.250692521,0.265270945,0.414356706
0.921971253,0.028795812,0.491836735,0.211538462,0.998614958,0.49193809,0.188626854
0.119609856,0.028795812,0.424489796,0.019230769,0.084487535,0.584407656,0.47727573
0.092402464,0.002617801,0.516326531,0.403846154,0.250692521,0.29935002,0.312545663
0.934291581,0.028795812,0.655102041,0.211538462,0.915512465,0.609580924,0.288541637
0.14835729,0.028795812,0.375510204,0.019230769,0.084487535,0.554889216,0.448458909
0.075975359,0.002617801,0.467346939,0.403846154,0.084487535,0.330053507,0.30410304
0.921971253,0.028795812,0.565306122,0.211538462,0.998614958,0.523647071,0.215963385
0.144250513,0.081151832,0.589795918,0.980769231,0.084487535,0.700362696,0.794157355
0.097022587,0.002617801,0.359183673,0.403846154,0.167590028,0.233131037,0.22237445
0.878336756,0.028795812,0.351020408,0.211538462,0.749307479,0.438682802,0.155401718
0.119609856,0.028795812,0.475510204,0.019230769,0.084487535,0.635077387,0.505127395
0.111396304,0.002617801,0.424489796,0.403846154,0.250692521,0.296405358,0.286118754
0.921971253,0.028795812,0.483673469,0.211538462,0.749307479,0.523216145,0.227309721
0.125770021,0.028795812,0.375510204,0.980769231,0.084487535,0.602147449,0.748427312
0.088295688,0.002617801,0.4,0.403846154,0.084487535,0.29302977,0.284869845
0.911190965,0.028795812,0.704081633,0.211538462,0.915512465,0.578877437,0.255843124
0.156570842,0.081151832,0.516326531,0.980769231,0.084487535,0.685064818,0.768247494
0.097022587,0.002617801,0.383673469,0.403846154,0.250692521,0.226559414,0.234114193
0.886550308,0.028795812,0.483673469,0.211538462,0.998614958,0.452616081,0.155305968
0.129876797,0.081151832,0.432653061,0.980769231,0.084487535,0.620389988,0.767558096
0.10523614,0.002617801,0.475510204,0.403846154,0.167590028,0.324128272,0.309947933
0.909137577,0.028795812,0.532653061,0.211538462,0.832409972,0.527274033,0.235352694
0.136036961,0.081151832,0.442857143,0.980769231,0.084487535,0.609365461,0.751472151
0.090349076,0.002617801,0.483673469,0.980769231,0.250692521,0.264373182,0.413954557
0.915811088,0.028795812,0.442857143,0.211538462,0.915512465,0.48981937,0.199829566
0.138090349,0.028795812,0.467346939,0.019230769,0.084487535,0.625022444,0.489730848
0.103182752,0.002617801,0.532653061,0.403846154,0.250692521,0.306101196,0.31039754
0.924024641,0.028795812,0.491836735,0.211538462,0.998614958,0.507918268,0.199063568
0.138090349,0.081151832,0.408163265,0.980769231,0.084487535,0.602183359,0.735213857
0.071868583,0.002617801,0.475510204,0.403846154,0.250692521,0.285416741,0.298108278
0.924024641,0.028795812,0.467346939,0.211538462,0.749307479,0.524616655,0.22194774
0.138090349,0.028795812,0.367346939,0.019230769,0.084487535,0.56146084,0.44809123
0.090349076,0.002617801,0.383673469,0.403846154,0.250692521,0.247818436,0.256494638
0.9137577,0.028795812,0.597959184,0.211538462,0.998614958,0.524365282,0.215245263
0.131930185,0.081151832,0.4,0.980769231,0.084487535,0.589219665,0.746359119
0.094969199,0.002617801,0.4,0.403846154,0.250692521,0.269005638,0.276926785
0.911190965,0.028795812,0.712244898,0.211538462,0.915512465,0.632024994,0.323586017
0.160677618,0.028795812,0.4,0.980769231,0.167590028,0.582719862,0.725102692
0.082135524,0.002617801,0.342857143,0.980769231,0.250692521,0.188099257,0.344670095
0.88449692,0.028795812,0.391836735,0.211538462,0.832409972,0.447911804,0.176753895
0.121663244,0.028795812,0.391836735,0.980769231,0.084487535,0.590907459,0.768821992
0.125770021,0.002617801,0.565306122,0.980769231,0.250692521,0.338887492,0.469106368
0.948665298,0.028795812,0.655102041,0.211538462,0.998614958,0.614285201,0.288733136
0.171457906,0.081151832,0.606122449,0.980769231,0.084487535,0.739576974,0.799040588
0.094969199,0.002617801,0.244897959,0.403846154,0.250692521,0.143642044,0.13764848
0.843429158,0.028795812,0.26122449,0.211538462,0.832409972,0.352030739,0.114899606
0.111396304,0.081151832,0.467346939,0.019230769,0.084487535,0.636118792,0.522592135
0.11550308,0.002617801,0.565306122,0.403846154,0.250692521,0.375911229,0.344717553
0.94661191,0.028795812,0.597959184,0.211538462,0.832409972,0.586275003,0.258715614
0.154517454,0.028795812,0.432653061,0.980769231,0.084487535,0.605343484,0.733605262
0.078028747,0.002617801,0.4,0.403846154,0.167590028,0.25647287,0.256094987
0.898870637,0.028795812,0.679591837,0.211538462,0.998614958,0.584228104,0.285094649
0.173511294,0.028795812,0.491836735,0.980769231,0.084487535,0.644198657,0.76928159
0.092402464,0.002617801,0.408163265,0.403846154,0.250692521,0.260315294,0.255995074
0.900924025,0.028795812,0.5,0.211538462,0.832409972,0.519876468,0.228171469
0.136036961,0.028795812,0.491836735,0.980769231,0.084487535,0.616798937,0.749116709
0.103182752,0.002617801,0.483673469,0.403846154,0.250692521,0.273530362,0.284969758
0.926078029,0.028795812,0.483673469,0.211538462,0.832409972,0.510503824,0.212755771
0.129876797,0.081151832,0.451020408,0.980769231,0.084487535,0.615829353,0.764111108
0.103182752,0.002617801,0.432653061,0.403846154,0.167590028,0.297841778,0.27767613
0.911190965,0.028795812,0.62244898,0.211538462,0.832409972,0.574532266,0.278344297
0.154517454,0.081151832,0.516326531,0.980769231,0.084487535,0.653822674,0.769626289
0.090349076,0.002617801,0.391836735,0.980769231,0.250692521,0.211692462,0.353000316
0.88449692,0.028795812,0.442857143,0.211538462,0.998614958,0.454375696,0.171200414
0.127823409,0.028795812,0.442857143,0.980769231,0.084487535,0.636729271,0.785195186
0.11550308,0.002617801,0.483673469,0.980769231,0.250692521,0.29231156,0.432625743
0.911190965,0.028795812,0.565306122,0.211538462,0.915512465,0.540165907,0.213330269
0.125770021,0.028795812,0.432653061,0.980769231,0.084487535,0.606277157,0.747048516
0.092402464,0.002617801,0.451020408,0.403846154,0.250692521,0.267964233,0.270032809
0.898870637,0.028795812,0.524489796,0.211538462,0.998614958,0.524293461,0.227213972
0.140143737,0.081151832,0.475510204,0.980769231,0.084487535,0.634646461,0.753310545
0.090349076,0.002617801,0.375510204,0.403846154,0.167590028,0.256652422,0.25934215
0.911190965,0.028795812,0.589795918,0.211538462,0.998614958,0.54178188,0.23946993
0.150410678,0.054973822,0.614285714,0.980769231,0.084487535,0.722986318,0.801683279
0.094969199,0.002617801,0.4,0.403846154,0.250692521,0.231658707,0.224422661
0.888603696,0.028795812,0.4,0.211538462,0.915512465,0.454591159,0.181254129
0.117556468,0.081151832,0.342857143,0.980769231,0.084487535,0.56498007,0.715910723
0.073921971,0.002617801,0.342857143,0.403846154,0.001385042,0.26491184,0.249101098
0.9137577,0.028795812,0.459183673,0.211538462,0.915512465,0.504722232,0.215101638
0.138090349,0.028795812,0.383673469,0.019230769,0.084487535,0.58254031,0.481963634
0.113449692,0.002617801,0.483673469,0.980769231,0.250692521,0.297698136,0.442851808
0.921971253,0.028795812,0.589795918,0.211538462,0.998614958,0.546845262,0.229559839
0.127823409,0.054973822,0.342857143,0.980769231,0.084487535,0.53477933,0.70511016
0.071868583,0.002617801,0.204081633,0.403846154,0.084487535,0.208173232,0.211933573
0.902977413,0.028795812,0.646938776,0.211538462,0.915512465,0.587172765,0.28610002
0.15862423,0.028795812,0.4,0.980769231,0.167590028,0.588968291,0.749806107
0.101129363,0.002617801,0.342857143,0.403846154,0.084487535,0.243042338,0.227370085
0.888603696,0.028795812,0.391836735,0.211538462,0.832409972,0.448450461,0.172876033
0.117556468,0.028795812,0.383673469,0.980769231,0.084487535,0.576291881,0.750208256
0.090349076,0.002617801,0.475510204,0.403846154,0.250692521,0.293819801,0.294611333
0.936344969,0.028795812,0.565306122,0.211538462,0.832409972,0.572162172,0.261588104
0.150410678,0.028795812,0.557142857,0.019230769,0.084487535,0.660394297,0.531232586
0.088295688,0.002617801,0.424489796,0.403846154,0.084487535,0.296189895,0.266435952
0.892710472,0.028795812,0.408163265,0.211538462,0.915512465,0.465615686,0.175030401
0.109342916,0.028795812,0.367346939,0.980769231,0.084487535,0.563148634,0.728090081
0.071868583,0.002617801,0.408163265,0.403846154,0.250692521,0.271914389,0.271281718
0.921971253,0.028795812,0.557142857,0.211538462,0.915512465,0.541315043,0.253210008
0.14835729,0.028795812,0.451020408,0.980769231,0.084487535,0.620892735,0.765317554
0.092402464,0.002617801,0.432653061,0.403846154,0.167590028,0.298811362,0.29356225
0.926078029,0.028795812,0.540816327,0.211538462,0.915512465,0.53689805,0.236980438
0.133983573,0.028795812,0.334693878,0.980769231,0.084487535,0.573239487,0.738890644
0.082135524,0.002617801,0.5,0.403846154,0.250692521,0.30710669,0.315642957
0.940451745,0.028795812,0.755102041,0.211538462,0.998614958,0.628003016,0.308696943
0.167351129,0.081151832,0.63877551,0.980769231,0.084487535,0.76108737,0.811219947
0.101129363,0.002617801,0.432653061,0.403846154,0.250692521,0.236722089,0.231366593
0.876283368,0.028795812,0.375510204,0.211538462,0.998614958,0.433008942,0.157077337
0.127823409,0.081151832,0.655102041,0.980769231,0.084487535,0.755126225,0.849481516
0.113449692,0.002617801,0.491836735,0.403846154,0.250692521,0.297662226,0.280923293
0.911190965,0.028795812,0.581632653,0.211538462,0.915512465,0.513197113,0.192361091
0.131930185,0.028795812,0.391836735,0.019230769,0.084487535,0.582683952,0.466429207
0.080082136,0.002617801,0.491836735,0.403846154,0.167590028,0.298775452,0.304502691
0.921971253,0.028795812,0.755102041,0.211538462,0.915512465,0.60649262,0.271737569
0.156570842,0.081151832,0.557142857,0.980769231,0.084487535,0.697166661,0.784218539
0.088295688,0.002617801,0.351020408,0.403846154,0.084487535,0.253205013,0.240658475
0.900924025,0.028795812,0.475510204,0.211538462,0.998614958,0.455632564,0.159806203
0.113449692,0.081151832,0.391836735,0.980769231,0.084487535,0.604984379,0.743314279
0.082135524,0.002617801,0.432653061,0.403846154,0.084487535,0.286422236,0.265736563
0.911190965,0.028795812,0.475510204,0.211538462,0.832409972,0.512155708,0.229033216
0.127823409,0.028795812,0.467346939,0.019230769,0.084487535,0.607641757,0.484629305
0.101129363,0.002617801,0.532653061,0.403846154,0.250692521,0.314037419,0.31943964
0.924024641,0.028795812,0.532653061,0.211538462,0.915512465,0.510611556,0.187765107
0.113449692,0.054973822,0.383673469,0.980769231,0.084487535,0.566524222,0.723953695
0.071868583,0.002617801,0.432653061,0.403846154,0.250692521,0.27198621,0.282272115
0.924024641,0.028795812,0.475510204,0.211538462,0.915512465,0.504111754,0.2045213
0.111396304,0.028795812,0.359183673,0.980769231,0.084487535,0.563543649,0.726251688
0.080082136,0.002617801,0.524489796,0.403846154,0.250692521,0.283118469,0.306351076
0.934291581,0.028795812,0.557142857,0.211538462,0.915512465,0.545193378,0.236836814
0.138090349,0.028795812,0.442857143,0.980769231,0.084487535,0.630301289,0.753080746
0.097022587,0.002617801,0.383673469,0.980769231,0.250692521,0.211692462,0.359032545
0.890657084,0.028795812,0.459183673,0.211538462,0.998614958,0.466082522,0.180631756
0.125770021,0.081151832,0.557142857,0.980769231,0.084487535,0.691672352,0.8102433
0.111396304,0.002617801,0.432653061,0.403846154,0.250692521,0.241210902,0.244355245
0.89476386,0.028795812,0.516326531,0.211538462,0.998614958,0.501921212,0.205478796
0.125770021,0.028795812,0.391836735,0.980769231,0.084487535,0.58957877,0.74584207
0.099075975,0.002617801,0.424489796,0.403846154,0.250692521,0.270513879,0.265736563
0.911190965,0.028795812,0.516326531,0.211538462,0.915512465,0.488957518,0.192935589
0.10523614,0.028795812,0.334693878,0.980769231,0.084487535,0.550759507,0.752621147
0.090349076,0.002617801,0.442857143,0.403846154,0.001385042,0.322296836,0.283071416
0.9137577,0.028795812,0.467346939,0.211538462,0.749307479,0.525406687,0.229847088
0.14835729,0.081151832,0.508163265,0.980769231,0.084487535,0.682551083,0.786688881
0.094969199,0.002617801,0.432653061,0.980769231,0.250692521,0.240169498,0.383218912
0.890657084,0.028795812,0.334693878,0.211538462,0.832409972,0.443782095,0.159375329
0.11550308,0.028795812,0.351020408,0.980769231,0.084487535,0.573239487,0.742165283
0.101129363,0.002617801,0.483673469,0.403846154,0.250692521,0.308938126,0.298058322
0.936344969,0.028795812,0.565306122,0.211538462,0.915512465,0.547778935,0.240092303
0.138090349,0.028795812,0.442857143,0.019230769,0.084487535,0.59873595,0.46863528
0.078028747,0.002617801,0.483673469,0.403846154,0.250692521,0.305275254,0.295760329
0.909137577,0.028795812,0.646938776,0.211538462,0.832409972,0.558049341,0.226352225
0.125770021,0.028795812,0.383673469,0.980769231,0.084487535,0.583833088,0.732973315
0.080082136,0.002617801,0.442857143,0.403846154,0.250692521,0.244011922,0.263238745
0.924024641,0.028795812,0.524489796,0.211538462,0.915512465,0.526268539,0.219410374
0.125770021,0.028795812,0.342857143,0.019230769,0.167590028,0.538837218,0.431775486
0.080082136,0.002617801,0.475510204,0.403846154,0.250692521,0.260243473,0.286518405
0.936344969,0.028795812,0.646938776,0.211538462,0.998614958,0.57130032,0.245885158
0.150410678,0.081151832,0.655102041,0.980769231,0.084487535,0.767515352,0.855628644
0.11550308,0.002617801,0.424489796,0.980769231,0.250692521,0.247567063,0.368856462
0.876283368,0.028795812,0.432653061,0.211538462,0.998614958,0.437749129,0.145012878
0.117556468,0.081151832,0.532653061,0.980769231,0.084487535,0.655582289,0.783701491
0.101129363,0.002617801,0.475510204,0.403846154,0.250692521,0.283549395,0.270332547
0.915811088,0.028795812,0.524489796,0.211538462,0.832409972,0.540812296,0.231953581
0.152464066,0.081151832,0.475510204,0.980769231,0.084487535,0.664452185,0.778875707
0.10523614,0.002617801,0.475510204,0.980769231,0.250692521,0.283333932,0.42774251
0.9137577,0.028795812,0.565306122,0.211538462,0.998614958,0.532409236,0.229416214
0.127823409,0.028795812,0.334693878,0.980769231,0.084487535,0.568930226,0.723494097
0.082135524,0.002617801,0.475510204,0.980769231,0.250692521,0.270837074,0.41309281
0.909137577,0.028795812,0.516326531,0.211538462,0.915512465,0.528171796,0.229655588
0.140143737,0.081151832,0.416326531,0.980769231,0.084487535,0.614033828,0.752506248
0.088295688,0.002617801,0.334693878,0.403846154,0.167590028,0.236686178,0.243855681
0.907084189,0.028795812,0.483673469,0.211538462,0.915512465,0.497468309,0.210792903
0.131930185,0.054973822,0.475510204,0.980769231,0.084487535,0.624555607,0.78088645
0.111396304,0.002617801,0.524489796,0.403846154,0.250692521,0.312457356,0.310747235
0.932238193,0.028795812,0.557142857,0.211538462,0.832409972,0.533666104,0.219889122
0.125770021,0.081151832,0.491836735,0.980769231,0.084487535,0.621575035,0.762042915
0.090349076,0.002617801,0.359183673,0.980769231,0.250692521,0.211800194,0.371211904
0.900924025,0.028795812,0.475510204,0.211538462,0.998614958,0.482314073,0.19413246
0.140143737,0.028795812,0.524489796,0.019230769,0.084487535,0.626638417,0.515836038
0.109342916,0.002617801,0.483673469,0.403846154,0.250692521,0.314863361,0.304053084
0.924024641,0.028795812,0.655102041,0.211538462,0.915512465,0.59525263,0.28758414
0.136036961,0.028795812,0.351020408,0.980769231,0.084487535,0.569145689,0.716140522
0.080082136,0.002617801,0.334693878,0.403846154,0.167590028,0.21855137,0.225022137
0.888603696,0.028795812,0.451020408,0.211538462,0.998614958,0.470391784,0.188914103
0.127823409,0.054973822,0.342857143,0.980769231,0.084487535,0.559521672,0.741705685
0.101129363,0.002617801,0.483673469,0.403846154,0.250692521,0.292419291,0.298807667
0.936344969,0.028795812,0.606122449,0.211538462,0.915512465,0.564656875,0.263407348
0.14835729,0.081151832,0.483673469,0.980769231,0.084487535,0.640858979,0.771349783
0.088295688,0.002617801,0.302040816,0.403846154,0.084487535,0.249326678,0.239709304
0.900924025,0.028795812,0.606122449,0.211538462,0.998614958,0.537975365,0.233820699
0.144250513,0.028795812,0.318367347,0.980769231,0.084487535,0.550508134,0.71682992
0.082135524,0.002617801,0.383673469,0.403846154,0.167590028,0.246238374,0.255295685
0.905030801,0.028795812,0.630612245,0.211538462,0.998614958,0.545911588,0.247608652
0.146303901,0.054973822,0.451020408,0.980769231,0.084487535,0.646820124,0.786056933
0.103182752,0.002617801,0.391836735,0.403846154,0.167590028,0.290408303,0.27138163
0.9137577,0.028795812,0.524489796,0.211538462,0.998614958,0.517470464,0.215101638
0.123716632,0.028795812,0.442857143,0.019230769,0.167590028,0.577584659,0.46573981
0.088295688,0.002617801,0.524489796,0.980769231,0.250692521,0.278055087,0.429351104
0.924024641,0.028795812,0.63877551,0.211538462,0.915512465,0.589901964,0.272551442
0.14835729,0.028795812,0.375510204,0.980769231,0.167590028,0.575968686,0.736707552
0.0862423,0.002617801,0.391836735,0.403846154,0.250692521,0.241174992,0.255895162
0.921971253,0.028795812,0.746938776,0.211538462,0.915512465,0.637232018,0.308553318
0.160677618,0.028795812,0.408163265,0.980769231,0.084487535,0.622724171,0.733662712
0.080082136,0.002617801,0.416326531,0.980769231,0.250692521,0.243545086,0.40430299
0.898870637,0.028795812,0.532653061,0.211538462,0.832409972,0.530900995,0.237698561
0.156570842,0.081151832,0.606122449,0.980769231,0.084487535,0.726685101,0.832476374
0.127823409,0.002617801,0.614285714,0.403846154,0.250692521,0.350019751,0.328631608
0.926078029,0.028795812,0.646938776,0.211538462,0.998614958,0.554171006,0.229320465
0.127823409,0.054973822,0.467346939,0.980769231,0.084487535,0.640320322,0.7371097
0.082135524,0.002617801,0.351020408,0.403846154,0.167590028,0.233885158,0.235512971
0.900924025,0.028795812,0.432653061,0.211538462,0.832409972,0.48349912,0.198919944
0.127823409,0.054973822,0.483673469,0.980769231,0.084487535,0.63949438,0.7954787
0.123716632,0.002617801,0.475510204,0.403846154,0.250692521,0.310302726,0.307200334
0.936344969,0.028795812,0.646938776,0.211538462,0.832409972,0.587639602,0.246938404
0.14835729,0.081151832,0.516326531,0.980769231,0.084487535,0.696197077,0.778703358
0.088295688,0.002617801,0.383673469,0.403846154,0.167590028,0.254928718,0.233165022
0.890657084,0.028795812,0.342857143,0.211538462,0.749307479,0.431572521,0.155353843
0.111396304,0.028795812,0.432653061,0.019230769,0.084487535,0.596078572,0.477045931
0.094969199,0.002617801,0.391836735,0.403846154,0.084487535,0.275110425,0.259691844
0.909137577,0.028795812,0.795918367,0.211538462,0.915512465,0.595970841,0.269535327
0.156570842,0.081151832,0.730612245,0.980769231,0.084487535,0.832369735,0.881538506
0.123716632,0.002617801,0.4,0.403846154,0.250692521,0.24875211,0.22512205
0.868069815,0.028795812,0.524489796,0.211538462,0.915512465,0.455955758,0.158705081
0.101129363,0.028795812,0.293877551,0.980769231,0.084487535,0.505763637,0.686611323
0.067761807,0.002617801,0.483673469,0.403846154,0.250692521,0.259632995,0.292663036
0.934291581,0.028795812,0.597959184,0.211538462,0.915512465,0.585269508,0.262928599
0.14835729,0.028795812,0.483673469,0.980769231,0.084487535,0.654145868,0.771522133
0.092402464,0.002617801,0.483673469,0.403846154,0.084487535,0.324056451,0.295010984
0.911190965,0.028795812,0.483673469,0.211538462,0.749307479,0.506050921,0.20729804
0.125770021,0.081151832,0.432653061,0.980769231,0.084487535,0.598951413,0.724183495
0.071868583,0.002617801,0.516326531,0.980769231,0.250692521,0.276223651,0.424065723
0.900924025,0.028795812,0.475510204,0.211538462,0.915512465,0.483140015,0.180583882
0.103182752,0.028795812,0.334693878,0.980769231,0.084487535,0.548784429,0.720047109
0.090349076,0.002617801,0.351020408,0.403846154,0.167590028,0.236578447,0.244255332
0.896817248,0.028795812,0.73877551,0.211538462,0.832409972,0.627643911,0.331820489
0.160677618,0.028795812,0.383673469,0.980769231,0.167590028,0.583114878,0.718898113
0.080082136,0.002617801,0.293877551,0.403846154,0.250692521,0.199985636,0.202441866
0.886550308,0.028795812,0.424489796,0.211538462,0.998614958,0.458110389,0.176179397
0.129876797,0.081151832,0.524489796,0.019230769,0.084487535,0.662082091,0.528750754
0.125770021,0.002617801,0.467346939,0.980769231,0.250692521,0.266025066,0.413897107
0.9137577,0.028795812,0.475510204,0.211538462,0.832409972,0.509390599,0.206244794
0.133983573,0.081151832,0.432653061,0.019230769,0.084487535,0.60577441,0.468773159
0.090349076,0.002617801,0.359183673,0.403846154,0.250692521,0.24246777,0.22771978
0.900924025,0.028795812,0.483673469,0.211538462,0.832409972,0.516249506,0.232384454
0.152464066,0.081151832,0.467346939,0.980769231,0.167590028,0.627967106,0.738028897
0.082135524,0.002617801,0.342857143,0.403846154,0.250692521,0.219090028,0.224322748
